date,Soil Moisture Resistance (Ohm),Ambient Temperature (deg. C),Atmospheric Humidity (%),DC Water pump Status
15-04-2023 18:15,497,32.6,43,0
15-04-2023 18:30,498,33.4,62,0
15-04-2023 18:45,498,32.2,22,0
15-04-2023 19:00,513,31.8,22,1
15-04-2023 19:15,542,33.4,38,1
15-04-2023 19:30,537,30.5,37,1
15-04-2023 19:45,556,33.4,30,1
15-04-2023 20:00,486,32.2,57,0
15-04-2023 20:15,542,30.6,41,1
15-04-2023 20:30,497,32.3,21,0
15-04-2023 20:45,476,32.8,30,0
15-04-2023 21:00,490,32.7,44,0
15-04-2023 21:15,542,30.5,65,1
15-04-2023 21:30,508,30.6,36,1
15-04-2023 21:45,525,32.1,26,1
15-04-2023 22:00,497,30.1,59,0
15-04-2023 22:15,465,30.3,53,0
15-04-2023 22:30,497,31.4,27,0
15-04-2023 22:45,507,31.2,36,1
15-04-2023 23:00,537,33.4,50,1
15-04-2023 23:15,468,32.6,56,0
15-04-2023 23:30,466,30.8,29,0
15-04-2023 23:45,537,32.1,23,1
16-04-2023 00:00,486,30.1,56,0
16-04-2023 00:15,541,32.2,46,1
16-04-2023 00:30,520,32.8,67,1
16-04-2023 00:45,542,32.1,28,1
16-04-2023 01:00,500,30.6,62,1
16-04-2023 01:15,494,30.7,46,0
16-04-2023 01:30,496,32.1,58,0
16-04-2023 01:45,535,32.4,60,1
16-04-2023 02:00,628,30.5,64,1
16-04-2023 02:15,466,30.1,36,0
16-04-2023 02:30,532,31.4,46,1
16-04-2023 02:45,516,32.7,51,1
16-04-2023 03:00,497,26,21,0
16-04-2023 03:15,1024,25,67,1
16-04-2023 03:30,496,26,69,0
16-04-2023 03:45,466,32.7,58,0
16-04-2023 04:00,542,30.1,40,1
16-04-2023 04:15,498,26,48,0
16-04-2023 04:30,541,30.1,23,1
16-04-2023 04:45,482,30.5,70,0
16-04-2023 05:00,474,33.4,23,0
16-04-2023 05:15,548,32.7,57,1
16-04-2023 05:30,480,33.4,66,0
16-04-2023 05:45,507,30.1,41,1
16-04-2023 06:00,476,30.4,62,0
16-04-2023 06:15,465,25,25,0
16-04-2023 06:30,483,33.4,69,0
16-04-2023 06:45,502,30.5,36,1
16-04-2023 07:00,465,32.4,66,0
16-04-2023 07:15,466,33.4,24,0
16-04-2023 07:30,465,33.4,20,0
16-04-2023 07:45,546,29,42,1
16-04-2023 08:00,508,32.6,23,1
16-04-2023 08:15,508,30.1,20,1
16-04-2023 08:30,495,30.9,49,0
16-04-2023 08:45,554,30.1,38,1
16-04-2023 09:00,1024,27,53,1
16-04-2023 09:15,498,32.2,23,0
16-04-2023 09:30,500,25,60,1
16-04-2023 09:45,470,26,44,0
16-04-2023 10:00,498,32.1,49,0
16-04-2023 10:15,636,32.4,43,1
16-04-2023 10:30,543,30.6,37,1
16-04-2023 10:45,558,32.4,42,1
16-04-2023 11:00,595,25,22,1
16-04-2023 11:15,486,30,62,0
16-04-2023 11:30,542,30.5,61,1
16-04-2023 11:45,543,33.4,44,1
16-04-2023 12:00,465,30.1,65,0
16-04-2023 12:15,497,32.8,44,0
16-04-2023 12:30,497,31.2,51,0
16-04-2023 12:45,535,32.8,51,1
16-04-2023 13:00,605,33.4,29,1
16-04-2023 13:15,553,32.7,49,1
16-04-2023 13:30,498,31,24,0
16-04-2023 13:45,481,33.4,29,0
16-04-2023 14:00,532,26,30,1
16-04-2023 14:15,486,25,64,0
16-04-2023 14:30,541,32.5,59,1
16-04-2023 14:45,502,32.8,32,1
16-04-2023 15:00,555,30.5,34,1
16-04-2023 15:15,533,33.4,67,1
16-04-2023 15:30,483,32.9,55,0
16-04-2023 15:45,524,32.9,56,1
16-04-2023 16:00,497,30.6,51,0
16-04-2023 16:15,525,30.1,61,1
16-04-2023 16:30,498,32.8,52,0
16-04-2023 16:45,507,32.2,61,1
16-04-2023 17:00,468,32.7,21,0
16-04-2023 17:15,556,30.6,66,1
16-04-2023 17:30,501,32.9,55,1
16-04-2023 17:45,511,30.5,62,1
16-04-2023 18:00,465,32.7,40,0
16-04-2023 18:15,480,30.6,67,0
16-04-2023 18:30,481,32.4,47,0
16-04-2023 18:45,498,32.8,50,0
16-04-2023 19:00,466,30.3,36,0
16-04-2023 19:15,478,32.7,33,0
16-04-2023 19:30,496,32.3,48,0
16-04-2023 19:45,502,32.8,47,1
16-04-2023 20:00,540,32.8,43,1
16-04-2023 20:15,482,33.4,58,0
16-04-2023 20:30,542,32.6,42,1
16-04-2023 20:45,531,26,57,1
16-04-2023 21:00,498,31.9,37,0
16-04-2023 21:15,536,32.9,38,1
16-04-2023 21:30,584,32.2,58,1
16-04-2023 21:45,489,32.8,62,0
16-04-2023 22:00,505,32.8,43,1
16-04-2023 22:15,524,31.2,66,1
16-04-2023 22:30,553,32.3,53,1
16-04-2023 22:45,498,25,25,0
16-04-2023 23:00,499,32.1,41,0
16-04-2023 23:15,498,32.2,48,0
16-04-2023 23:30,473,30.1,70,0
16-04-2023 23:45,502,30.2,29,1
17-04-2023 00:00,482,33.4,24,0
17-04-2023 00:15,535,31.9,51,1
17-04-2023 00:30,525,25,47,1
17-04-2023 00:45,523,30.6,38,1
17-04-2023 01:00,484,32.7,56,0
17-04-2023 01:15,542,30.6,69,1
17-04-2023 01:30,523,32.1,35,1
17-04-2023 01:45,501,30.6,68,1
17-04-2023 02:00,481,32.1,61,0
17-04-2023 02:15,556,30.5,35,1
17-04-2023 02:30,498,33.4,33,0
17-04-2023 02:45,466,30.5,30,0
17-04-2023 03:00,468,30.5,39,0
17-04-2023 03:15,540,25,56,1
17-04-2023 03:30,531,30.6,20,1
17-04-2023 03:45,534,30.5,41,1
17-04-2023 04:00,502,32.3,54,1
17-04-2023 04:15,482,33.4,46,0
17-04-2023 04:30,502,26,36,1
17-04-2023 04:45,477,32.8,65,0
17-04-2023 05:00,498,33.4,66,0
17-04-2023 05:15,499,33.4,58,0
17-04-2023 05:30,498,30.3,47,0
17-04-2023 05:45,500,33.4,24,1
17-04-2023 06:00,558,33.3,26,1
17-04-2023 06:15,542,30.6,62,1
17-04-2023 06:30,466,30.6,47,0
17-04-2023 06:45,557,27,21,1
17-04-2023 07:00,488,32.2,62,0
17-04-2023 07:15,466,32.7,43,0
17-04-2023 07:30,466,25,28,0
17-04-2023 07:45,501,33.2,59,1
17-04-2023 08:00,481,31.8,33,0
17-04-2023 08:15,502,33.3,20,1
17-04-2023 08:30,542,30.5,55,1
17-04-2023 08:45,535,33.4,41,1
17-04-2023 09:00,508,31.9,49,1
17-04-2023 09:15,519,31.3,25,1
17-04-2023 09:30,512,32.9,53,1
17-04-2023 09:45,543,32.8,56,1
17-04-2023 10:00,498,26,21,0
17-04-2023 10:15,497,32.3,30,0
17-04-2023 10:30,481,32.3,61,0
17-04-2023 10:45,498,30.5,30,0
17-04-2023 11:00,466,32.2,44,0
17-04-2023 11:15,540,32.4,48,1
17-04-2023 11:30,559,33.4,39,1
17-04-2023 11:45,507,30.6,54,1
17-04-2023 12:00,541,25,20,1
17-04-2023 12:15,496,32.7,68,0
17-04-2023 12:30,487,33.4,39,0
17-04-2023 12:45,486,32.1,41,0
17-04-2023 13:00,497,30.1,30,0
17-04-2023 13:15,514,33.4,54,1
17-04-2023 13:30,482,30.2,66,0
17-04-2023 13:45,525,30.5,28,1
17-04-2023 14:00,540,31.5,31,1
17-04-2023 14:15,541,30.1,47,1
17-04-2023 14:30,506,25,63,1
17-04-2023 14:45,498,32.7,27,0
17-04-2023 15:00,558,33.4,32,1
17-04-2023 15:15,466,33.4,20,0
17-04-2023 15:30,513,25,44,1
17-04-2023 15:45,495,32.8,52,0
17-04-2023 16:00,580,32.9,56,1
17-04-2023 16:15,521,26,52,1
17-04-2023 16:30,487,32.7,54,0
17-04-2023 16:45,465,33.4,43,0
17-04-2023 17:00,529,32.8,26,1
17-04-2023 17:15,536,33.4,36,1
17-04-2023 17:30,541,33.4,40,1
17-04-2023 17:45,509,30.6,60,1
17-04-2023 18:00,508,32.9,68,1
17-04-2023 18:15,488,32.9,42,0
17-04-2023 18:30,495,32.7,59,0
17-04-2023 18:45,494,32.8,39,0
17-04-2023 19:00,520,26,23,1
17-04-2023 19:15,535,30.1,53,1
17-04-2023 19:30,465,32.8,59,0
17-04-2023 19:45,558,32.2,63,1
17-04-2023 20:00,483,30.1,35,0
17-04-2023 20:15,487,30.5,28,0
17-04-2023 20:30,540,32.7,29,1
17-04-2023 20:45,485,31.5,55,0
17-04-2023 21:00,486,26,43,0
17-04-2023 21:15,480,32.4,68,0
17-04-2023 21:30,500,30.7,51,1
17-04-2023 21:45,466,30.1,55,0
17-04-2023 22:00,499,32.5,52,0
17-04-2023 22:15,500,33.4,36,1
17-04-2023 22:30,504,30.3,59,1
17-04-2023 22:45,498,33.4,63,0
17-04-2023 23:00,466,32.9,45,0
17-04-2023 23:15,521,30,32,1
17-04-2023 23:30,523,30.2,40,1
17-04-2023 23:45,588,32.1,46,1
18-04-2023 00:00,502,31.5,34,1
18-04-2023 00:15,512,32.7,63,1
18-04-2023 00:30,498,30.3,26,0
18-04-2023 00:45,486,32.2,36,0
18-04-2023 01:00,468,30.2,49,0
18-04-2023 01:15,488,32.5,33,0
18-04-2023 01:30,507,30.2,39,1
18-04-2023 01:45,497,32.4,35,0
18-04-2023 02:00,500,30.5,66,1
18-04-2023 02:15,507,32.1,62,1
18-04-2023 02:30,506,32.9,24,1
18-04-2023 02:45,483,31.9,63,0
18-04-2023 03:00,494,25,45,0
18-04-2023 03:15,504,32.8,41,1
18-04-2023 03:30,637,32.8,66,1
18-04-2023 03:45,557,30.6,46,1
18-04-2023 04:00,499,32.1,41,0
18-04-2023 04:15,1024,26,70,1
18-04-2023 04:30,484,25,59,0
18-04-2023 04:45,480,33.4,70,0
18-04-2023 05:00,486,32.7,66,0
18-04-2023 05:15,497,30.1,57,0
18-04-2023 05:30,512,30.6,28,1
18-04-2023 05:45,504,32.7,54,1
18-04-2023 06:00,480,30.1,64,0
18-04-2023 06:15,518,30.6,60,1
18-04-2023 06:30,481,32.8,68,0
18-04-2023 06:45,537,30.6,23,1
18-04-2023 07:00,547,32.2,41,1
18-04-2023 07:15,489,31.3,70,0
18-04-2023 07:30,1024,30.5,64,1
18-04-2023 07:45,488,33.4,47,0
18-04-2023 08:00,517,32.2,20,1
18-04-2023 08:15,480,32.9,20,0
18-04-2023 08:30,508,31.2,28,1
18-04-2023 08:45,534,32.7,58,1
18-04-2023 09:00,523,31.5,52,1
18-04-2023 09:15,488,32.8,39,0
18-04-2023 09:30,540,25,47,1
18-04-2023 09:45,522,32.7,22,1
18-04-2023 10:00,499,30.2,53,0
18-04-2023 10:15,481,32.2,23,0
18-04-2023 10:30,526,30.1,55,1
18-04-2023 10:45,520,32.7,45,1
18-04-2023 11:00,465,33.4,66,0
18-04-2023 11:15,514,30.1,27,1
18-04-2023 11:30,497,30.6,64,0
18-04-2023 11:45,483,32.6,66,0
18-04-2023 12:00,492,32.1,44,0
18-04-2023 12:15,526,32.8,62,1
18-04-2023 12:30,468,31.3,70,0
18-04-2023 12:45,487,32.9,48,0
18-04-2023 13:00,499,32.7,29,0
18-04-2023 13:15,471,25,60,0
18-04-2023 13:30,559,33.3,22,1
18-04-2023 13:45,497,30.5,26,0
18-04-2023 14:00,494,32.9,55,0
18-04-2023 14:15,507,32.7,69,1
18-04-2023 14:30,520,32.8,31,1
18-04-2023 14:45,488,32.1,68,0
18-04-2023 15:00,486,30.1,64,0
18-04-2023 15:15,517,32.9,70,1
18-04-2023 15:30,505,33.4,64,1
18-04-2023 15:45,519,32.7,47,1
18-04-2023 16:00,499,30.8,36,0
18-04-2023 16:15,465,30.5,35,0
18-04-2023 16:30,500,33.3,40,1
18-04-2023 16:45,481,30.6,27,0
18-04-2023 17:00,542,30.6,57,1
18-04-2023 17:15,468,30.2,24,0
18-04-2023 17:30,508,32.8,36,1
18-04-2023 17:45,517,25,68,1
18-04-2023 18:00,497,30.5,22,0
18-04-2023 18:15,556,31.6,24,1
18-04-2023 18:30,514,32.9,66,1
18-04-2023 18:45,509,30.1,21,1
18-04-2023 19:00,489,26,37,0
18-04-2023 19:15,540,30.6,53,1
18-04-2023 19:30,497,30.1,50,0
18-04-2023 19:45,504,26,41,1
18-04-2023 20:00,558,32.8,37,1
18-04-2023 20:15,531,32.7,42,1
18-04-2023 20:30,483,33.4,60,0
18-04-2023 20:45,508,32.8,50,1
18-04-2023 21:00,508,31.5,49,1
18-04-2023 21:15,466,32.8,50,0
18-04-2023 21:30,499,30,47,0
18-04-2023 21:45,494,32.1,22,0
18-04-2023 22:00,494,33.3,33,0
18-04-2023 22:15,499,33.4,20,0
18-04-2023 22:30,504,32.3,27,1
18-04-2023 22:45,498,31.5,21,0
18-04-2023 23:00,506,27,62,1
18-04-2023 23:15,487,31.9,29,0
18-04-2023 23:30,466,32.1,20,0
18-04-2023 23:45,534,30.5,34,1
19-04-2023 00:00,542,25,25,1
19-04-2023 00:15,498,32.7,21,0
19-04-2023 00:30,555,32.8,58,1
19-04-2023 00:45,681,31.6,32,1
19-04-2023 01:00,465,32.9,68,0
19-04-2023 01:15,529,32.9,54,1
19-04-2023 01:30,497,32.2,30,0
19-04-2023 01:45,465,30.6,43,0
19-04-2023 02:00,541,32.9,37,1
19-04-2023 02:15,517,30.1,58,1
19-04-2023 02:30,499,32.7,56,0
19-04-2023 02:45,513,32.1,43,1
19-04-2023 03:00,522,31.6,45,1
19-04-2023 03:15,482,30,22,0
19-04-2023 03:30,481,33.4,28,0
19-04-2023 03:45,498,30.6,37,0
19-04-2023 04:00,482,31.9,23,0
19-04-2023 04:15,543,32.8,57,1
19-04-2023 04:30,498,32.7,24,0
19-04-2023 04:45,502,26,25,1
19-04-2023 05:00,536,32.1,46,1
19-04-2023 05:15,541,32.8,35,1
19-04-2023 05:30,465,32.8,25,0
19-04-2023 05:45,569,32.4,54,1
19-04-2023 06:00,482,32.7,63,0
19-04-2023 06:15,519,32.1,24,1
19-04-2023 06:30,498,32.8,56,0
19-04-2023 06:45,484,33,67,0
19-04-2023 07:00,483,31.5,26,0
19-04-2023 07:15,484,30.6,59,0
19-04-2023 07:30,547,32.2,38,1
19-04-2023 07:45,543,32.9,70,1
19-04-2023 08:00,507,30.7,29,1
19-04-2023 08:15,511,32.8,26,1
19-04-2023 08:30,441,32.7,58,0
19-04-2023 08:45,465,30.5,28,0
19-04-2023 09:00,538,30.2,26,1
19-04-2023 09:15,497,30.5,43,0
19-04-2023 09:30,507,32.4,25,1
19-04-2023 09:45,499,32.1,42,0
19-04-2023 10:00,499,32.1,61,0
19-04-2023 10:15,497,32.2,37,0
19-04-2023 10:30,497,25,51,0
19-04-2023 10:45,666,30.5,68,1
19-04-2023 11:00,507,33.4,42,1
19-04-2023 11:15,556,30.1,67,1
19-04-2023 11:30,542,33.4,56,1
19-04-2023 11:45,534,32.7,69,1
19-04-2023 12:00,494,25,55,0
19-04-2023 12:15,498,33.4,27,0
19-04-2023 12:30,519,33.4,20,1
19-04-2023 12:45,488,30.5,29,0
19-04-2023 13:00,528,32.8,62,1
19-04-2023 13:15,517,30.3,26,1
19-04-2023 13:30,504,32.8,50,1
19-04-2023 13:45,542,25,44,1
19-04-2023 14:00,466,31.6,32,0
19-04-2023 14:15,557,30.2,30,1
19-04-2023 14:30,509,30.6,62,1
19-04-2023 14:45,482,32.8,20,0
19-04-2023 15:00,498,31.9,53,0
19-04-2023 15:15,720,33.4,27,1
19-04-2023 15:30,466,30.5,28,0
19-04-2023 15:45,557,32.1,28,1
19-04-2023 16:00,506,30.1,62,1
19-04-2023 16:15,522,30.2,49,1
19-04-2023 16:30,495,32.7,35,0
19-04-2023 16:45,558,32.8,68,1
19-04-2023 17:00,497,31,63,0
19-04-2023 17:15,543,32.7,61,1
19-04-2023 17:30,498,33.4,61,0
19-04-2023 17:45,481,32.1,51,0
19-04-2023 18:00,493,32.4,36,0
19-04-2023 18:15,502,32.8,51,1
19-04-2023 18:30,483,32.7,66,0
19-04-2023 18:45,540,32.2,42,1
19-04-2023 19:00,556,32.4,48,1
19-04-2023 19:15,555,30.1,68,1
19-04-2023 19:30,552,30.5,49,1
19-04-2023 19:45,498,25,49,0
19-04-2023 20:00,521,30.1,64,1
19-04-2023 20:15,495,32.9,41,0
19-04-2023 20:30,542,32.7,61,1
19-04-2023 20:45,530,33.3,20,1
19-04-2023 21:00,498,33.4,64,0
19-04-2023 21:15,494,32.1,32,0
19-04-2023 21:30,502,32.1,45,1
19-04-2023 21:45,501,32.1,22,1
19-04-2023 22:00,507,31.3,45,1
19-04-2023 22:15,466,32.7,36,0
19-04-2023 22:30,502,30.2,32,1
19-04-2023 22:45,493,30.5,34,0
19-04-2023 23:00,505,30.6,33,1
19-04-2023 23:15,497,32.8,60,0
19-04-2023 23:30,516,33.4,70,1
19-04-2023 23:45,498,33.3,45,0
20-04-2023 00:00,494,30.2,41,0
20-04-2023 00:15,493,33.4,23,0
20-04-2023 00:30,497,32.2,26,0
20-04-2023 00:45,537,32.1,37,1
20-04-2023 01:00,504,25,49,1
20-04-2023 01:15,465,30,28,0
20-04-2023 01:30,545,32.1,33,1
20-04-2023 01:45,658,30.6,49,1
20-04-2023 02:00,497,33.4,39,0
20-04-2023 02:15,465,33.4,21,0
20-04-2023 02:30,535,32.7,70,1
20-04-2023 02:45,543,30.5,48,1
20-04-2023 03:00,497,32.8,54,0
20-04-2023 03:15,498,33.3,54,0
20-04-2023 03:30,523,32.1,28,1
20-04-2023 03:45,498,33.3,43,0
20-04-2023 04:00,543,32.1,46,1
20-04-2023 04:15,494,25,47,0
20-04-2023 04:30,466,25,57,0
20-04-2023 04:45,482,33.4,51,0
20-04-2023 05:00,546,27,56,1
20-04-2023 05:15,496,26,62,0
20-04-2023 05:30,513,32.7,57,1
20-04-2023 05:45,466,32.2,45,0
20-04-2023 06:00,555,32.8,47,1
20-04-2023 06:15,498,30.1,44,0
20-04-2023 06:30,512,32.3,47,1
20-04-2023 06:45,498,32.2,48,0
20-04-2023 07:00,514,32.7,45,1
20-04-2023 07:15,494,32.8,38,0
20-04-2023 07:30,495,33.4,58,0
20-04-2023 07:45,528,33.1,64,1
20-04-2023 08:00,536,32.8,31,1
20-04-2023 08:15,516,30.1,47,1
20-04-2023 08:30,498,33.3,57,0
20-04-2023 08:45,514,32.8,26,1
20-04-2023 09:00,567,32.8,49,1
20-04-2023 09:15,542,32.8,51,1
20-04-2023 09:30,481,30.5,35,0
20-04-2023 09:45,496,30.6,60,0
20-04-2023 10:00,470,30.6,27,0
20-04-2023 10:15,498,33.4,58,0
20-04-2023 10:30,571,30.6,34,1
20-04-2023 10:45,542,32.8,35,1
20-04-2023 11:00,497,30.2,31,0
20-04-2023 11:15,508,26,35,1
20-04-2023 11:30,497,32.8,27,0
20-04-2023 11:45,674,32.4,45,1
20-04-2023 12:00,504,33.3,39,1
20-04-2023 12:15,542,30.6,51,1
20-04-2023 12:30,516,30.3,63,1
20-04-2023 12:45,559,32.6,64,1
20-04-2023 13:00,532,30.5,28,1
20-04-2023 13:15,481,32.3,40,0
20-04-2023 13:30,465,32.1,56,0
20-04-2023 13:45,557,32.9,48,1
20-04-2023 14:00,509,32.7,49,1
20-04-2023 14:15,520,33.4,25,1
20-04-2023 14:30,528,32.1,49,1
20-04-2023 14:45,484,30.6,57,0
20-04-2023 15:00,466,32.7,70,0
20-04-2023 15:15,469,25,51,0
20-04-2023 15:30,508,26,41,1
20-04-2023 15:45,507,30.6,49,1
20-04-2023 16:00,466,31.5,47,0
20-04-2023 16:15,541,33.4,67,1
20-04-2023 16:30,497,32.8,57,0
20-04-2023 16:45,488,33.3,59,0
20-04-2023 17:00,469,32.8,27,0
20-04-2023 17:15,504,25,42,1
20-04-2023 17:30,543,32.4,53,1
20-04-2023 17:45,482,32.8,68,0
20-04-2023 18:00,536,33.4,51,1
20-04-2023 18:15,516,30.2,48,1
20-04-2023 18:30,508,30.1,35,1
20-04-2023 18:45,558,32.1,22,1
20-04-2023 19:00,498,33.2,68,0
20-04-2023 19:15,488,32.7,59,0
20-04-2023 19:30,509,31.2,42,1
20-04-2023 19:45,483,30.2,21,0
20-04-2023 20:00,511,30.1,54,1
20-04-2023 20:15,537,30.6,54,1
20-04-2023 20:30,505,30.2,27,1
20-04-2023 20:45,483,30.5,39,0
20-04-2023 21:00,498,30.5,31,0
20-04-2023 21:15,505,32.4,60,1
20-04-2023 21:30,495,32.2,30,0
20-04-2023 21:45,521,33.4,54,1
20-04-2023 22:00,522,30.6,27,1
20-04-2023 22:15,497,32.7,48,0
20-04-2023 22:30,470,32.1,58,0
20-04-2023 22:45,466,25,70,0
20-04-2023 23:00,501,33.4,67,1
20-04-2023 23:15,495,25,43,0
20-04-2023 23:30,482,30.1,21,0
20-04-2023 23:45,525,30.5,27,1
21-04-2023 00:00,496,31.3,28,0
21-04-2023 00:15,508,32.7,22,1
21-04-2023 00:30,519,32.8,25,1
21-04-2023 00:45,501,31.2,34,1
21-04-2023 01:00,538,26,65,1
21-04-2023 01:15,513,32.8,54,1
21-04-2023 01:30,483,32.9,25,0
21-04-2023 01:45,512,32.2,58,1
21-04-2023 02:00,495,26,22,0
21-04-2023 02:15,513,30.6,42,1
21-04-2023 02:30,499,31.7,50,0
21-04-2023 02:45,501,33.4,56,1
21-04-2023 03:00,520,25,25,1
21-04-2023 03:15,486,32.1,70,0
21-04-2023 03:30,496,32.1,27,0
21-04-2023 03:45,669,33.4,34,1
21-04-2023 04:00,498,32.2,27,0
21-04-2023 04:15,476,31.9,27,0
21-04-2023 04:30,466,25,24,0
21-04-2023 04:45,523,30.2,50,1
21-04-2023 05:00,500,32.8,50,1
21-04-2023 05:15,494,33.4,54,0
21-04-2023 05:30,506,33.4,69,1
21-04-2023 05:45,500,32.4,30,1
21-04-2023 06:00,500,32.8,56,1
21-04-2023 06:15,481,33.4,50,0
21-04-2023 06:30,497,32.1,21,0
21-04-2023 06:45,490,32.7,62,0
21-04-2023 07:00,497,30.6,59,0
21-04-2023 07:15,550,30.2,59,1
21-04-2023 07:30,486,32.8,32,0
21-04-2023 07:45,470,32.1,50,0
21-04-2023 08:00,483,32.8,32,0
21-04-2023 08:15,498,32.2,27,0
21-04-2023 08:30,542,33.4,31,1
21-04-2023 08:45,516,25,63,1
21-04-2023 09:00,478,25,60,0
21-04-2023 09:15,481,32.8,63,0
21-04-2023 09:30,505,32.4,66,1
21-04-2023 09:45,526,30.3,69,1
21-04-2023 10:00,538,32.8,42,1
21-04-2023 10:15,502,27,35,1
21-04-2023 10:30,504,32.4,54,1
21-04-2023 10:45,525,32.1,34,1
21-04-2023 11:00,484,32.1,30,0
21-04-2023 11:15,506,32.9,53,1
21-04-2023 11:30,481,30.1,70,0
21-04-2023 11:45,497,30.5,54,0
21-04-2023 12:00,499,30.6,59,0
21-04-2023 12:15,498,32.7,35,0
21-04-2023 12:30,543,32.8,62,1
21-04-2023 12:45,476,31.8,45,0
21-04-2023 13:00,554,30.5,55,1
21-04-2023 13:15,499,32.8,38,0
21-04-2023 13:30,470,32.7,28,0
21-04-2023 13:45,483,32.8,65,0
21-04-2023 14:00,523,31.6,40,1
21-04-2023 14:15,519,33.3,62,1
21-04-2023 14:30,511,26,49,1
21-04-2023 14:45,528,32.9,43,1
21-04-2023 15:00,506,25,41,1
21-04-2023 15:15,481,32.8,44,0
21-04-2023 15:30,498,30.6,34,0
21-04-2023 15:45,540,33.4,54,1
21-04-2023 16:00,529,32.8,36,1
21-04-2023 16:15,487,31.3,23,0
21-04-2023 16:30,557,33.4,64,1
21-04-2023 16:45,487,32.8,42,0
21-04-2023 17:00,532,32.8,20,1
21-04-2023 17:15,466,26,54,0
21-04-2023 17:30,498,33.4,53,0
21-04-2023 17:45,487,32.7,29,0
21-04-2023 18:00,466,32.7,39,0
21-04-2023 18:15,528,32.8,22,1
21-04-2023 18:30,490,32.7,55,0
21-04-2023 18:45,558,33.4,36,1
21-04-2023 19:00,498,32.1,67,0
21-04-2023 19:15,557,32.7,50,1
21-04-2023 19:30,471,31.4,63,0
21-04-2023 19:45,542,30.6,28,1
21-04-2023 20:00,656,33.4,58,1
21-04-2023 20:15,559,30.3,28,1
21-04-2023 20:30,468,32.6,25,0
21-04-2023 20:45,492,32.7,34,0
21-04-2023 21:00,465,27,65,0
21-04-2023 21:15,554,32.7,42,1
21-04-2023 21:30,509,26,31,1
21-04-2023 21:45,482,26,39,0
21-04-2023 22:00,501,30,21,1
21-04-2023 22:15,507,33.4,60,1
21-04-2023 22:30,540,32.7,22,1
21-04-2023 22:45,485,31.6,55,0
21-04-2023 23:00,465,32.7,41,0
21-04-2023 23:15,497,32.8,59,0
21-04-2023 23:30,498,32.1,63,0
21-04-2023 23:45,498,32.2,43,0
22-04-2023 00:00,465,33.3,46,0
22-04-2023 00:15,470,33.3,29,0
22-04-2023 00:30,525,25,62,1
22-04-2023 00:45,543,25,51,1
22-04-2023 01:00,506,32.8,57,1
22-04-2023 01:15,542,31.7,42,1
22-04-2023 01:30,516,30.1,56,1
22-04-2023 01:45,543,32.5,63,1
22-04-2023 02:00,466,32.1,29,0
22-04-2023 02:15,480,32.1,44,0
22-04-2023 02:30,655,31.2,22,1
22-04-2023 02:45,497,32.7,56,0
22-04-2023 03:00,498,33.4,40,0
22-04-2023 03:15,504,33.4,21,1
22-04-2023 03:30,493,33.4,56,0
22-04-2023 03:45,468,33.4,62,0
22-04-2023 04:00,518,33.4,27,1
22-04-2023 04:15,541,26,44,1
22-04-2023 04:30,497,33.4,31,0
22-04-2023 04:45,557,27,60,1
22-04-2023 05:00,500,30.5,48,1
22-04-2023 05:15,505,32.4,25,1
22-04-2023 05:30,478,32.8,68,0
22-04-2023 05:45,500,32.7,34,1
22-04-2023 06:00,481,32.8,42,0
22-04-2023 06:15,497,32.7,43,0
22-04-2023 06:30,496,30.5,60,0
22-04-2023 06:45,556,32.7,20,1
22-04-2023 07:00,499,25,27,0
22-04-2023 07:15,497,33.4,30,0
22-04-2023 07:30,497,30.1,21,0
22-04-2023 07:45,532,30.5,44,1
22-04-2023 08:00,496,32.7,44,0
22-04-2023 08:15,520,32.7,37,1
22-04-2023 08:30,537,32.8,66,1
22-04-2023 08:45,506,30.7,61,1
22-04-2023 09:00,486,32.7,62,0
22-04-2023 09:15,468,30.3,44,0
22-04-2023 09:30,471,32.5,57,0
22-04-2023 09:45,466,30.1,30,0
22-04-2023 10:00,557,32.8,53,1
22-04-2023 10:15,525,26,60,1
22-04-2023 10:30,546,32.7,45,1
22-04-2023 10:45,661,33.4,65,1
22-04-2023 11:00,488,25,26,0
22-04-2023 11:15,534,33.4,55,1
22-04-2023 11:30,557,32.9,42,1
22-04-2023 11:45,497,32.1,53,0
22-04-2023 12:00,514,32.7,59,1
22-04-2023 12:15,498,30.6,44,0
22-04-2023 12:30,477,31.6,65,0
22-04-2023 12:45,485,27,32,0
22-04-2023 13:00,522,30.6,25,1
22-04-2023 13:15,537,32.8,39,1
22-04-2023 13:30,500,30.1,21,1
22-04-2023 13:45,506,30.6,63,1
22-04-2023 14:00,557,31.3,36,1
22-04-2023 14:15,558,30.5,62,1
22-04-2023 14:30,500,25,25,1
22-04-2023 14:45,466,32.1,33,0
22-04-2023 15:00,500,30.6,53,1
22-04-2023 15:15,550,33.4,59,1
22-04-2023 15:30,497,30,45,0
22-04-2023 15:45,540,26,38,1
22-04-2023 16:00,472,32.3,42,0
22-04-2023 16:15,511,32.2,34,1
22-04-2023 16:30,505,32.9,24,1
22-04-2023 16:45,558,32.8,26,1
22-04-2023 17:00,536,32.1,54,1
22-04-2023 17:15,524,30.6,60,1
22-04-2023 17:30,497,33.4,38,0
22-04-2023 17:45,535,32.1,63,1
